Epoch,Accuracy,Loss,Precision,Recall,F1-Score,Log-Loss,Perplexity,Training Time (s),Memory Usage (MB)
1,0.5591904898949267,3.9129612183568008,0.6594065440609376,0.6607418851658321,0.6586012980816157,4.345574421871678,78.31540351831795,3294.1884321014336,14.0
2,0.6255626806908277,3.417802936814056,0.6656060051822962,0.7223676007424954,0.702390424793753,3.400164639656494,31.052318053543697,3374.9698279733134,14.0
3,0.6388910921807807,2.6532464622251823,0.6276826720101507,0.704714299877025,0.6625692127532637,3.353160674841925,34.19914884878037,3464.257593104946,14.0
4,0.6842482756716243,2.2504398353626285,0.6895411720036879,0.7468044571979632,0.7204159894307988,2.820344906790948,20.57349134505421,3534.320369533404,14.0
5,0.7281232613597387,1.5628772417130545,0.6529638888591802,0.7889026679279313,0.7104980942646263,2.8838366282796115,11.571319482722824,3646.975832526104,14.0
