Epoch,Accuracy,Loss,Precision,Recall,F1-Score,Log-Loss,Perplexity,Training Time (s),Memory Usage (MB)
1,0.7135962089269414,3.5130983911489584,0.8200110198565481,0.7750581461644821,0.8018372640954442,3.4654920163814564,35.28991727609812,4425.108431063008,16.0
2,0.7294303412308178,2.7623019491872824,0.8412767447360242,0.8058814968812696,0.8223122384124546,3.1479884325724905,26.32686895104282,4504.356947572784,16.0
3,0.7638345058914284,1.935722400389897,0.8585918270043167,0.8187835879922538,0.8346552018342854,2.8102460736902253,24.6251143873307,4621.445944874635,16.0
4,0.788339762017224,1.3254871398959902,0.8434573068568656,0.8893834884028948,0.8627025419121135,2.6620662208147268,22.116532804071948,4689.892650089412,16.0
5,0.8094550754287211,0.36170645343631347,0.8256733299257806,0.9186600246683059,0.868518722966389,1.9378855541693312,5.593987017682575,4800.884199733715,16.0
