Epoch,Accuracy,Loss,Precision,Recall,F1-Score,Log-Loss,Perplexity,Training Time (s),Memory Usage (MB)
1,0.576479584625395,4.990494366445513,0.5866586939136269,0.6308581489164901,0.6066068610618212,5.273831202058612,195.39951087652045,1427.2720933152998,6.0
2,0.6005682362279846,4.0244222234225235,0.5435464201936779,0.5862124718745627,0.5665837501595908,4.538795765807025,91.2401858017371,1520.6732124249468,6.0
3,0.6322597377361263,2.7106244332038556,0.6147110826421931,0.6230199355307251,0.6191503810249133,3.618291232590127,38.307558482348156,1622.4856709730768,6.0
4,0.6613764986662486,1.7246136663786389,0.6074031348360378,0.6668885217756815,0.6336597047458128,3.016628829060339,12.494711694313395,1730.1408793159108,6.0
5,0.6749604425058284,0.9116958549024363,0.6092107706553698,0.6628233164213254,0.6307303979184166,2.744913759064117,10.710433443825275,1827.9460831066503,6.0
